order_id,customer_id,restaurant_id,city,zone,cuisine_type,order_datetime,delivery_partner_id,delivery_time_minutes,promised_delivery_time_minutes,delivery_delay_flag,order_value,delivery_fee,discount_amount,packaging_charge,platform_commission,refund_amount,rating,payment_method,customer_tenure_group,repeat_customer_flag,acquisition_channel,order_status,distance_km,weather_condition,weekend_flag,festival_flag,gross_profit,profit_margin_pct,delay_minutes,discount_band,order_month
ORD-001192,CUST-00371,REST-0142,Pune,Kothrud,Cafe,2025-11-24 12:24:00,DP-0108,52,45,1,383.35,50.64,57.5,20.45,77.27,0.0,3.8,Cash,New,0,App Campaign,Delivered,4.8,Clear,0,0,90.86,23.7,7,Medium,2025-11
ORD-001750,CUST-00546,REST-0011,Pune,Kothrud,Biryani,2025-11-20 15:31:00,DP-0309,63,45,1,379.73,61.41,37.97,21.83,74.07,0.0,3.4,Cash,1-3 months,0,Social Media,Delivered,5.6,Rain,0,0,119.34,31.43,18,Low,2025-11
ORD-001105,CUST-00309,REST-0154,Pune,Kothrud,Chinese,2025-11-11 13:05:00,DP-0108,48,40,1,409.88,42.78,40.99,26.19,80.15,0.0,4.5,Card,New,0,Social Media,Delivered,3.1,Cloudy,0,0,108.13,26.38,8,Medium,2025-11
ORD-002115,CUST-00584,REST-0168,Mumbai,Powai,Pizza,2025-10-08 19:57:00,DP-0136,34,55,0,259.42,26.45,51.88,15.99,55.72,0.0,3.8,Cash,4-12 months,1,Organic,Delivered,0.7,Clear,0,0,46.28,17.84,0,Medium,2025-10
ORD-003037,CUST-00135,REST-0128,Pune,Viman Nagar,Chinese,2025-11-07 13:02:00,DP-0049,73,50,1,323.35,61.71,32.34,29.69,70.53,222.55,3.0,Wallet,New,0,App Campaign,Cancelled,6.3,Rain,0,0,-92.96,-28.75,23,Medium,2025-11
ORD-001638,CUST-00223,REST-0112,Kolkata,Salt Lake,Cafe,2025-09-06 17:37:00,DP-0118,54,55,0,222.61,47.77,11.13,14.19,49.44,0.0,5.0,Cash,1-3 months,0,Paid Search,Delivered,5.7,Clear,1,0,100.27,45.04,0,Low,2025-09
ORD-001927,CUST-00380,REST-0005,Pune,Koregaon Park,Biryani,2025-08-11 15:11:00,DP-0225,36,55,0,724.34,49.87,72.43,23.39,154.11,0.0,4.7,Wallet,New,1,App Campaign,Delivered,5.2,Cloudy,0,0,154.94,21.39,0,Low,2025-08
ORD-001805,CUST-00678,REST-0167,Kolkata,New Town,Chinese,2025-09-06 13:00:00,DP-0204,47,45,1,362.12,49.87,0.0,29.02,82.04,0.0,3.4,Cash,1-3 months,0,Paid Search,Delivered,5.1,Rain,1,0,160.93,44.44,2,No Discount,2025-09
ORD-001646,CUST-00348,REST-0130,Mumbai,Andheri,Desserts,2025-11-15 19:37:00,DP-0032,47,35,1,494.96,25.71,24.75,16.76,86.42,0.0,4.4,Card,1-3 months,0,App Campaign,Delivered,0.7,Hot,1,0,104.14,21.04,12,Low,2025-11
ORD-000971,CUST-00700,REST-0082,Hyderabad,Secunderabad,Pizza,2025-09-09 14:51:00,DP-0315,52,30,1,860.97,47.89,43.05,23.76,165.3,0.0,3.8,Upi,4-12 months,0,Referral,Delivered,4.4,Clear,0,0,193.9,22.52,22,Low,2025-09
ORD-002410,CUST-00414,REST-0034,Chennai,Velachery,South Indian,2025-07-21 18:24:00,DP-0169,53,40,1,651.69,40.6,32.58,27.64,148.05,0.0,2.8,Upi,12+ months,0,Referral,Delivered,2.6,Clear,0,0,183.71,28.19,13,Low,2025-07
ORD-002434,CUST-00697,REST-0127,Delhi Ncr,Noida,Desserts,2025-10-14 14:22:00,DP-0066,45,55,0,692.29,28.85,0.0,32.24,119.51,0.0,4.2,Card,1-3 months,0,App Campaign,Delivered,1.3,Clear,0,0,180.6,26.09,0,No Discount,2025-10
ORD-001451,CUST-00188,REST-0175,Hyderabad,Gachibowli,South Indian,2025-12-04 19:54:00,DP-0173,33,45,0,167.55,39.14,8.38,14.9,34.58,0.0,4.1,Wallet,12+ months,1,Paid Search,Delivered,2.6,Hot,0,0,80.24,47.89,0,Low,2025-12
ORD-002792,CUST-00669,REST-0097,Chennai,Velachery,North Indian,2025-10-20 19:55:00,DP-0207,72,50,1,274.58,33.87,27.46,13.66,47.93,191.45,2.5,Upi,New,0,Organic,Cancelled,2.5,Rain,0,1,-123.45,-44.96,22,Medium,2025-10
ORD-001652,CUST-00603,REST-0103,Mumbai,Andheri,South Indian,2025-11-17 20:01:00,DP-0071,59,50,1,495.12,39.85,0.0,14.02,91.33,0.0,3.8,Wallet,4-12 months,1,Paid Search,Delivered,3.1,Clear,0,0,145.2,29.33,9,No Discount,2025-11
ORD-002065,CUST-00327,REST-0002,Mumbai,Lower Parel,Desserts,2025-11-01 13:25:00,DP-0228,62,45,1,397.76,65.82,19.89,10.8,77.29,0.0,4.1,Upi,4-12 months,0,Referral,Delivered,6.6,Clear,1,1,134.02,33.69,17,Low,2025-11
ORD-000353,CUST-00676,REST-0135,Hyderabad,Gachibowli,Cafe,2025-09-07 11:19:00,DP-0230,73,30,1,519.18,67.56,77.88,17.77,97.69,0.0,4.4,Wallet,4-12 months,0,Paid Search,Delivered,4.7,Heavy Rain,1,0,105.14,20.25,43,Medium,2025-09
ORD-000507,CUST-00628,REST-0073,Bengaluru,Electronic City,Biryani,2025-12-03 22:32:00,DP-0159,53,55,0,518.84,40.08,77.83,15.93,112.3,0.0,4.4,Cash,New,0,Referral,Delivered,3.0,Rain,0,0,90.48,17.44,0,Medium,2025-12
ORD-001605,CUST-00124,REST-0081,Hyderabad,Gachibowli,Desserts,2025-10-31 14:55:00,DP-0164,38,35,1,521.79,55.7,156.54,8.38,115.13,0.0,3.7,Card,New,0,Referral,Delivered,5.7,Hot,0,0,22.67,4.34,3,High,2025-10
ORD-000880,CUST-00672,REST-0068,Chennai,Omr,Cafe,2025-10-25 12:54:00,DP-0060,77,50,1,401.1,59.07,120.33,27.18,64.98,170.57,3.6,Card,1-3 months,0,Referral,Refunded,6.0,Rain,1,0,-139.67,-34.82,27,High,2025-10
ORD-000368,CUST-00061,REST-0127,Delhi Ncr,Saket,Desserts,2025-09-25 22:14:00,DP-0040,62,45,1,2027.58,83.7,101.38,21.89,463.69,318.34,2.9,Wallet,4-12 months,1,App Campaign,Refunded,7.5,Heavy Rain,0,0,149.56,7.38,17,Low,2025-09
ORD-002214,CUST-00446,REST-0134,Hyderabad,Banjara Hills,North Indian,2025-12-09 20:11:00,DP-0150,54,50,1,367.73,52.43,0.0,24.46,65.87,0.0,4.0,Upi,1-3 months,0,App Campaign,Delivered,6.5,Clear,0,0,142.76,38.82,4,No Discount,2025-12
ORD-001276,CUST-00676,REST-0076,Mumbai,Andheri,Healthy,2025-10-27 12:10:00,DP-0305,58,45,1,636.04,46.29,63.6,29.55,113.35,421.03,2.7,Card,4-12 months,1,Paid Search,Refunded,5.2,Rain,0,0,-295.44,-46.45,13,Low,2025-10
ORD-001036,CUST-00267,REST-0169,Mumbai,Powai,Pizza,2025-08-15 18:56:00,DP-0301,61,45,1,359.43,58.66,17.97,24.79,66.3,0.0,3.9,Upi,4-12 months,0,Social Media,Delivered,5.9,Clear,0,1,131.78,36.66,16,Low,2025-08
ORD-000923,CUST-00313,REST-0101,Kolkata,New Town,Desserts,2025-10-13 19:34:00,DP-0138,46,40,1,332.63,45.51,49.89,25.69,77.07,187.56,2.0,Card,4-12 months,0,Social Media,Refunded,4.4,Clear,0,0,-89.18,-26.81,6,Medium,2025-10
ORD-001944,CUST-00598,REST-0025,Kolkata,New Town,Healthy,2025-11-02 12:32:00,DP-0217,77,35,1,432.12,76.71,64.82,29.82,69.77,0.0,4.2,Cash,1-3 months,1,App Campaign,Delivered,7.5,Clear,1,0,111.48,25.8,42,Medium,2025-11
ORD-000551,CUST-00800,REST-0037,Pune,Viman Nagar,Cafe,2025-10-12 17:37:00,DP-0186,52,45,1,749.9,59.06,74.99,23.16,179.66,0.0,3.3,Card,New,0,Referral,Delivered,7.2,Clear,1,0,186.89,24.92,7,Low,2025-10
ORD-000416,CUST-00113,REST-0042,Mumbai,Powai,Pizza,2025-10-12 18:40:00,DP-0115,60,55,1,443.24,55.94,44.32,27.51,76.94,0.0,2.8,Upi,1-3 months,0,App Campaign,Delivered,5.0,Clear,1,0,116.07,26.19,5,Low,2025-10
ORD-002830,CUST-00823,REST-0023,Pune,Hinjewadi,Desserts,2025-07-26 20:41:00,DP-0071,66,55,1,275.15,70.03,41.27,13.61,53.48,0.0,4.0,Wallet,1-3 months,1,Paid Search,Delivered,9.1,Clear,1,0,95.85,34.84,11,Medium,2025-07
ORD-002230,CUST-00459,REST-0114,Mumbai,Powai,Desserts,2025-08-12 15:34:00,DP-0168,85,45,1,404.07,56.25,20.2,28.32,68.96,0.0,3.9,Card,4-12 months,0,Social Media,Delivered,6.9,Rain,0,0,133.33,33.0,40,Low,2025-08
ORD-000130,CUST-00462,REST-0007,Pune,Koregaon Park,Cafe,2025-10-25 09:32:00,DP-0077,63,40,1,459.22,45.37,45.92,9.19,79.75,0.0,4.1,Card,New,0,App Campaign,Delivered,3.8,Clear,1,0,88.39,19.25,23,Low,2025-10
ORD-002300,CUST-00084,REST-0066,Hyderabad,Banjara Hills,Cafe,2025-09-21 13:59:00,DP-0047,66,45,1,288.74,78.99,28.87,32.49,64.13,0.0,3.1,Card,12+ months,0,Social Media,Delivered,8.3,Heavy Rain,1,0,146.74,50.82,21,Low,2025-09
ORD-000003,CUST-00626,REST-0164,Pune,Viman Nagar,Desserts,2025-11-09 13:35:00,DP-0208,47,40,1,324.08,51.34,16.2,8.31,68.8,0.0,4.0,Cash,12+ months,1,App Campaign,Delivered,4.4,Clear,1,0,112.25,34.64,7,Low,2025-11
ORD-000219,CUST-00586,REST-0075,Mumbai,Andheri,Healthy,2025-10-04 13:12:00,DP-0173,62,40,1,204.73,47.66,30.71,11.3,38.47,0.0,3.1,Unknown,12+ months,1,Organic,Delivered,4.3,Hot,1,0,66.72,32.59,22,Medium,2025-10
ORD-000110,CUST-00849,REST-0004,Hyderabad,Banjara Hills,South Indian,2025-10-07 21:09:00,DP-0102,49,45,1,462.73,50.68,69.41,33.31,93.32,0.0,3.3,Cash,New,0,Referral,Delivered,6.2,Clear,0,0,107.9,23.32,4,Medium,2025-10
ORD-002523,CUST-00014,REST-0124,Hyderabad,Banjara Hills,South Indian,2025-08-20 11:53:00,DP-0263,55,55,0,716.31,72.56,214.89,31.68,126.88,0.0,4.3,Wallet,1-3 months,1,Paid Search,Delivered,7.5,Cloudy,0,0,16.23,2.27,0,High,2025-08
ORD-002201,CUST-00383,REST-0012,Kolkata,New Town,Biryani,2025-12-16 09:29:00,DP-0099,73,45,1,266.59,67.39,13.33,14.06,46.18,0.0,4.0,Cash,1-3 months,1,Organic,Delivered,9.3,Rain,0,0,114.3,42.87,28,Low,2025-12
ORD-002663,CUST-00271,REST-0021,Bengaluru,Koramangala,South Indian,2025-07-24 10:48:00,DP-0184,40,50,0,393.95,56.73,39.4,16.94,91.47,0.0,5.0,Cash,1-3 months,1,Organic,Delivered,5.3,Clear,0,0,125.74,31.92,0,Medium,2025-07
ORD-002789,CUST-00434,REST-0034,Chennai,T Nagar,South Indian,2025-07-14 22:10:00,DP-0147,40,55,0,381.47,32.24,114.44,15.2,71.36,0.0,3.9,Cash,New,0,Organic,Delivered,2.2,Clear,0,0,4.36,1.14,0,High,2025-07
ORD-002269,CUST-00233,REST-0069,Hyderabad,Hitech City,South Indian,2025-12-10 17:48:00,DP-0233,34,35,0,530.28,34.99,53.03,29.27,92.59,0.0,3.8,Card,New,0,Social Media,Delivered,2.3,Clear,0,0,103.82,19.58,0,Medium,2025-12
ORD-000650,CUST-00310,REST-0166,Mumbai,Bandra,Desserts,2025-10-25 11:14:00,DP-0263,33,45,0,259.5,31.86,51.9,16.66,55.5,0.0,3.2,Upi,12+ months,1,Organic,Delivered,1.6,Clear,1,0,52.12,20.08,0,Medium,2025-10
ORD-000848,CUST-00478,REST-0054,Hyderabad,Secunderabad,North Indian,2025-10-29 20:06:00,DP-0085,52,45,1,430.28,54.94,86.06,9.72,68.95,0.0,5.0,Upi,1-3 months,1,Organic,Delivered,6.8,Cloudy,0,0,47.55,11.05,7,High,2025-10
ORD-001966,CUST-00117,REST-0076,Mumbai,Bandra,Healthy,2025-10-30 09:48:00,DP-0275,57,45,1,176.49,78.22,52.95,25.25,38.99,0.0,3.7,Cash,New,1,Social Media,Delivered,8.6,Rain,0,0,89.51,50.72,12,High,2025-10
ORD-001853,CUST-00645,REST-0114,Hyderabad,Hitech City,Desserts,2025-08-07 16:21:00,UNASSIGNED,45,50,0,395.29,61.65,0.0,12.66,64.84,0.0,5.0,Cash,1-3 months,1,Paid Search,Delivered,5.4,Clear,0,0,139.15,35.2,0,No Discount,2025-08
ORD-001725,CUST-00285,REST-0077,Delhi Ncr,Saket,Biryani,2025-08-11 11:09:00,DP-0181,85,35,1,607.38,64.51,0.0,12.22,144.09,0.0,4.1,Card,1-3 months,1,App Campaign,Delivered,7.4,Rain,0,0,220.82,36.36,50,No Discount,2025-08
ORD-001937,CUST-00259,REST-0092,Hyderabad,Secunderabad,South Indian,2025-12-14 18:08:00,DP-0300,68,45,1,667.6,71.06,100.14,26.47,157.6,0.0,3.8,Card,1-3 months,0,Referral,Delivered,6.8,Clear,1,0,154.99,23.22,23,Medium,2025-12
ORD-002649,CUST-00563,REST-0101,Kolkata,Howrah,Desserts,2025-10-29 11:30:00,DP-0109,44,55,0,622.21,48.5,124.44,26.79,119.27,0.0,4.7,Upi,New,0,Paid Search,Delivered,5.0,Clear,0,0,70.12,11.27,0,Medium,2025-10
ORD-002660,CUST-00693,REST-0028,Hyderabad,Hitech City,South Indian,2025-08-28 13:24:00,DP-0214,46,30,1,542.25,39.86,81.34,28.67,87.82,0.0,3.9,Cash,1-3 months,0,Organic,Delivered,3.8,Hot,0,0,75.01,13.83,16,Medium,2025-08
ORD-000576,CUST-00533,REST-0063,Delhi Ncr,Dwarka,Chinese,2025-08-10 11:28:00,DP-0017,54,35,1,367.81,39.94,110.34,15.17,62.84,0.0,3.3,Cash,New,0,App Campaign,Delivered,2.9,Clear,1,0,7.61,2.07,19,High,2025-08
ORD-001723,CUST-00739,REST-0086,Chennai,Velachery,Chinese,2025-10-16 09:10:00,DP-0144,75,50,1,419.55,83.02,62.93,13.28,91.5,0.0,3.3,Wallet,12+ months,1,Paid Search,Delivered,8.6,Rain,0,0,124.87,29.76,25,Medium,2025-10
ORD-000956,CUST-00521,REST-0046,Mumbai,Andheri,Biryani,2025-12-18 22:01:00,DP-0086,86,35,1,316.99,42.89,15.85,23.74,74.47,0.0,4.0,Cash,12+ months,1,Referral,Delivered,3.7,Rain,0,0,125.25,39.51,51,Low,2025-12
ORD-002080,CUST-00429,REST-0026,Mumbai,Andheri,South Indian,2025-11-17 08:30:00,DP-0255,46,55,0,316.39,37.39,47.46,29.72,59.36,0.0,4.1,Upi,1-3 months,1,Social Media,Delivered,2.1,Clear,0,0,79.01,24.97,0,Medium,2025-11
ORD-000476,CUST-00519,REST-0161,Delhi Ncr,Saket,Biryani,2025-11-16 18:47:00,DP-0117,72,30,1,597.91,25.37,0.0,8.11,140.37,0.0,2.7,Cash,4-12 months,1,Paid Search,Delivered,0.7,Rain,1,0,173.85,29.08,42,No Discount,2025-11
ORD-000163,CUST-00183,REST-0100,Chennai,Omr,Healthy,2025-08-19 18:47:00,DP-0118,55,45,1,411.07,57.08,41.11,24.3,91.74,0.0,3.4,Upi,New,0,Referral,Delivered,4.9,Clear,0,0,132.01,32.11,10,Medium,2025-08
ORD-001139,CUST-00265,REST-0008,Pune,Hinjewadi,Cafe,2025-10-13 19:39:00,DP-0008,50,30,1,312.01,44.93,0.0,24.97,63.95,0.0,3.7,Wallet,1-3 months,0,Organic,Delivered,3.3,Hot,0,0,133.85,42.9,20,No Discount,2025-10
ORD-002848,CUST-00171,REST-0148,Chennai,Omr,Pizza,2025-12-11 17:58:00,DP-0012,60,45,1,762.3,77.1,228.69,29.05,169.6,0.0,3.8,Wallet,4-12 months,1,Referral,Delivered,10.7,Cloudy,0,0,47.06,6.17,15,High,2025-12
ORD-001111,CUST-00114,REST-0040,Delhi Ncr,Saket,South Indian,2025-09-14 16:10:00,DP-0119,47,35,1,690.37,34.45,34.52,20.56,146.76,0.0,3.7,Upi,New,0,App Campaign,Delivered,1.7,Clear,1,0,167.25,24.23,12,Low,2025-09
ORD-000098,CUST-00711,REST-0114,Mumbai,Lower Parel,Desserts,2025-09-01 20:55:00,DP-0135,62,40,1,1358.96,61.18,407.69,14.21,251.76,627.23,3.4,Card,4-12 months,1,Organic,Cancelled,6.0,Clear,0,0,-707.77,-52.08,22,High,2025-09
ORD-001091,CUST-00114,REST-0041,Pune,Koregaon Park,Chinese,2025-12-17 18:11:00,DP-0181,36,35,1,306.65,42.82,91.99,14.4,66.48,0.0,3.4,Card,New,0,App Campaign,Delivered,3.4,Cloudy,0,0,31.71,10.34,1,High,2025-12
ORD-000511,CUST-00544,REST-0101,Kolkata,Park Street,Desserts,2025-10-20 21:08:00,DP-0293,80,30,1,543.81,89.78,0.0,34.06,89.74,0.0,3.2,Card,4-12 months,0,Organic,Delivered,8.9,Heavy Rain,0,1,213.58,39.27,50,No Discount,2025-10
ORD-002708,CUST-00179,REST-0048,Kolkata,Howrah,North Indian,2025-08-01 17:05:00,DP-0233,54,40,1,746.78,63.73,74.68,23.98,163.96,0.0,3.2,Cash,12+ months,1,Paid Search,Delivered,7.4,Clear,0,0,176.99,23.7,14,Medium,2025-08
ORD-002606,CUST-00052,REST-0170,Chennai,Omr,South Indian,2025-07-15 11:23:00,DP-0139,44,45,0,879.69,38.09,131.95,30.26,177.68,0.0,4.6,Card,4-12 months,1,Organic,Delivered,3.3,Clear,0,0,114.08,12.97,0,Medium,2025-07
ORD-001433,CUST-00518,REST-0030,Mumbai,Powai,Cafe,2025-11-22 16:56:00,DP-0041,57,40,1,691.12,49.36,0.0,24.17,157.42,0.0,3.9,Cash,12+ months,1,Referral,Delivered,4.1,Hot,1,0,230.95,33.42,17,No Discount,2025-11
ORD-001887,CUST-00252,REST-0177,Bengaluru,Electronic City,Desserts,2025-07-29 13:52:00,DP-0149,61,35,1,431.98,65.83,0.0,12.69,85.31,0.0,4.1,Card,1-3 months,0,Organic,Delivered,6.4,Clear,0,0,163.83,37.93,26,No Discount,2025-07
ORD-002016,CUST-00499,REST-0146,Chennai,T Nagar,Cafe,2025-10-13 19:23:00,DP-0036,59,35,1,477.15,62.26,71.57,30.72,94.31,182.47,2.9,Wallet,4-12 months,1,Social Media,Cancelled,6.2,Clear,0,0,-66.75,-13.99,24,Medium,2025-10
ORD-000703,CUST-00460,REST-0146,Kolkata,Howrah,Cafe,2025-07-05 19:09:00,DP-0217,47,35,1,525.8,37.69,105.16,34.16,89.66,0.0,4.3,Wallet,1-3 months,0,Paid Search,Delivered,2.9,Clear,1,0,56.35,10.72,12,High,2025-07
ORD-001932,CUST-00272,REST-0111,Mumbai,Bandra,North Indian,2025-08-25 08:33:00,DP-0271,57,45,1,238.17,48.16,0.0,23.01,47.1,0.0,4.3,Cash,1-3 months,1,Social Media,Delivered,4.9,Clear,0,0,118.27,49.66,12,No Discount,2025-08
ORD-002924,CUST-00069,REST-0139,Pune,Viman Nagar,North Indian,2025-07-20 21:39:00,DP-0082,54,45,1,211.12,59.46,0.0,31.61,37.83,0.0,3.6,Card,12+ months,1,App Campaign,Delivered,5.3,Clear,1,0,128.9,61.06,9,No Discount,2025-07
ORD-000318,CUST-00799,REST-0081,Hyderabad,Gachibowli,Desserts,2025-12-24 08:11:00,DP-0216,43,40,1,412.26,52.94,0.0,24.41,95.1,0.0,3.3,Wallet,4-12 months,1,Referral,Delivered,5.8,Clear,0,0,172.45,41.83,3,No Discount,2025-12
ORD-002856,CUST-00849,REST-0017,Bengaluru,Koramangala,Desserts,2025-10-13 15:48:00,DP-0284,66,35,1,347.42,72.52,52.11,34.94,66.7,0.0,3.7,Cash,New,0,Referral,Delivered,6.9,Heavy Rain,0,0,122.05,35.13,31,Medium,2025-10
ORD-001938,CUST-00148,REST-0067,Kolkata,New Town,Biryani,2025-10-20 13:46:00,DP-0223,76,40,1,356.85,44.2,0.0,23.23,62.78,95.25,2.7,Cash,12+ months,1,Organic,Cancelled,3.8,Rain,0,1,34.96,9.8,36,No Discount,2025-10
ORD-001529,CUST-00314,REST-0114,Mumbai,Lower Parel,Desserts,2025-10-19 15:15:00,DP-0182,50,40,1,450.19,50.5,90.04,11.06,87.71,0.0,4.3,Wallet,New,0,App Campaign,Delivered,4.5,Clear,1,0,59.23,13.16,10,High,2025-10
ORD-000066,CUST-00211,REST-0178,Bengaluru,Indiranagar,Biryani,2025-09-16 15:10:00,DP-0184,47,55,0,271.6,59.16,40.74,24.44,60.36,0.0,3.9,Wallet,4-12 months,0,Social Media,Delivered,6.2,Clear,0,0,103.22,38.0,0,Medium,2025-09
ORD-000094,CUST-00268,REST-0138,Kolkata,New Town,Desserts,2025-12-04 12:42:00,DP-0118,49,50,0,238.25,60.73,11.91,27.05,52.14,0.0,4.1,Wallet,4-12 months,0,App Campaign,Delivered,7.0,Clear,0,0,128.01,53.73,0,Low,2025-12
ORD-001914,CUST-00722,REST-0015,Kolkata,Park Street,Chinese,2025-12-19 12:41:00,DP-0224,76,30,1,236.31,91.97,35.45,13.7,50.37,0.0,3.4,Wallet,4-12 months,1,Referral,Delivered,8.0,Heavy Rain,0,0,120.59,51.03,46,Medium,2025-12
ORD-002952,CUST-00607,REST-0093,Delhi Ncr,Saket,Biryani,2025-07-08 13:43:00,DP-0216,70,30,1,468.51,82.67,23.43,31.18,107.64,0.0,2.9,Upi,1-3 months,0,Referral,Delivered,8.7,Clear,0,0,198.06,42.27,40,Low,2025-07
ORD-002355,CUST-00764,REST-0073,Bengaluru,Whitefield,Biryani,2025-09-22 21:13:00,DP-0258,44,45,0,183.5,41.03,18.35,22.66,31.53,0.0,3.7,Wallet,New,0,App Campaign,Delivered,3.3,Hot,0,0,76.87,41.89,0,Medium,2025-09
ORD-001705,CUST-00514,REST-0123,Pune,Viman Nagar,Cafe,2025-10-01 20:25:00,DP-0176,61,50,1,266.08,56.02,26.61,18.82,61.19,0.0,3.8,Cash,4-12 months,1,Organic,Delivered,6.8,Clear,0,0,109.42,41.12,11,Medium,2025-10
ORD-001113,CUST-00641,REST-0020,Chennai,T Nagar,Biryani,2025-11-03 17:17:00,DP-0283,37,50,0,238.52,37.4,23.85,14.25,46.43,0.0,4.1,Card,New,1,App Campaign,Delivered,2.7,Clear,0,0,74.23,31.12,0,Low,2025-11
ORD-002611,CUST-00614,REST-0009,Chennai,Velachery,South Indian,2025-09-28 18:28:00,DP-0255,24,55,0,880.15,30.36,88.02,27.61,207.01,0.0,3.2,Upi,New,0,App Campaign,Delivered,1.6,Clear,1,0,176.96,20.11,0,Medium,2025-09
ORD-001643,CUST-00054,REST-0178,Bengaluru,Indiranagar,Biryani,2025-07-17 19:35:00,DP-0258,48,40,1,485.98,54.94,145.79,12.28,116.14,0.0,3.3,Cash,New,0,Paid Search,Delivered,4.6,Clear,0,0,37.57,7.73,8,High,2025-07
ORD-001010,CUST-00305,REST-0168,Chennai,Omr,Pizza,2025-09-04 18:29:00,DP-0118,57,35,1,435.12,44.97,65.27,34.06,94.66,0.0,3.6,Cash,12+ months,1,App Campaign,Delivered,3.7,Rain,0,0,108.42,24.92,22,Medium,2025-09
ORD-001607,CUST-00738,REST-0134,Delhi Ncr,Noida,North Indian,2025-12-04 12:59:00,DP-0238,58,50,1,164.11,79.88,24.62,8.63,31.87,0.0,3.3,Card,12+ months,1,App Campaign,Delivered,6.8,Heavy Rain,0,0,95.76,58.35,8,Medium,2025-12
ORD-000204,CUST-00502,REST-0115,Delhi Ncr,Dwarka,Biryani,2025-09-07 17:36:00,DP-0041,43,50,0,381.96,51.17,76.39,22.24,80.89,0.0,4.8,Wallet,New,0,Social Media,Delivered,4.0,Clear,1,0,77.91,20.4,0,Medium,2025-09
ORD-002872,CUST-00197,REST-0037,Pune,Kothrud,Cafe,2025-09-13 20:05:00,DP-0208,73,55,1,395.37,63.11,79.07,27.74,64.92,0.0,3.0,Wallet,New,0,Referral,Delivered,6.2,Clear,1,0,76.7,19.4,18,Medium,2025-09
ORD-001278,CUST-00837,REST-0122,Mumbai,Powai,North Indian,2025-08-31 20:57:00,DP-0056,89,40,1,562.55,74.02,56.25,26.14,99.26,0.0,3.9,Upi,New,0,Organic,Delivered,7.3,Rain,1,0,143.17,25.45,49,Low,2025-08
ORD-001063,CUST-00719,REST-0021,Bengaluru,Whitefield,South Indian,2025-09-09 17:50:00,DP-0013,80,50,1,120.0,77.52,0.0,30.27,23.64,0.0,3.9,Wallet,12+ months,1,Social Media,Delivered,7.8,Clear,0,0,131.43,109.53,30,No Discount,2025-09
ORD-002584,CUST-00601,REST-0081,Hyderabad,Hitech City,Desserts,2025-09-30 14:25:00,DP-0320,67,30,1,161.92,45.41,16.19,33.62,29.49,0.0,4.0,Wallet,New,0,Organic,Delivered,5.2,Clear,0,1,92.33,57.02,37,Low,2025-09
ORD-000266,CUST-00110,REST-0102,Kolkata,Howrah,Pizza,2025-09-19 10:28:00,DP-0254,76,55,1,219.99,56.4,66.0,34.91,47.63,0.0,3.8,Cash,4-12 months,0,Paid Search,Delivered,4.6,Heavy Rain,0,0,72.94,33.16,21,High,2025-09
ORD-002125,CUST-00547,REST-0123,Pune,Hinjewadi,Cafe,2025-09-20 20:03:00,DP-0015,19,30,0,422.24,33.08,42.22,32.88,82.46,0.0,4.8,Cash,New,0,Paid Search,Delivered,2.3,Clear,1,0,106.2,25.15,0,Low,2025-09
ORD-001911,CUST-00777,REST-0033,Kolkata,New Town,North Indian,2025-11-08 17:16:00,DP-0137,69,45,1,515.14,78.12,51.51,16.73,99.65,0.0,3.8,Cash,4-12 months,0,Organic,Delivered,6.8,Heavy Rain,1,0,142.99,27.76,24,Low,2025-11
ORD-000877,CUST-00484,REST-0105,Kolkata,Salt Lake,Cafe,2025-08-01 13:59:00,DP-0020,42,40,1,282.21,53.24,28.22,22.2,53.23,0.0,3.8,Cash,1-3 months,1,Paid Search,Delivered,4.4,Clear,0,0,100.45,35.59,2,Low,2025-08
ORD-000444,CUST-00612,REST-0011,Pune,Koregaon Park,Biryani,2025-08-23 20:22:00,DP-0225,60,35,1,777.36,54.79,0.0,9.72,135.82,0.0,3.6,Upi,4-12 months,0,Referral,Delivered,6.1,Clear,1,0,200.33,25.77,25,No Discount,2025-08
ORD-001134,CUST-00201,REST-0102,Kolkata,Park Street,Pizza,2025-08-07 12:06:00,DP-0117,28,40,0,554.21,36.83,110.84,18.61,110.45,0.0,4.2,Upi,1-3 months,1,App Campaign,Delivered,2.8,Clear,0,0,55.05,9.93,0,Medium,2025-08
ORD-000157,CUST-00547,REST-0116,Mumbai,Andheri,Cafe,2025-07-10 13:47:00,DP-0008,69,50,1,746.3,57.54,37.31,21.2,120.55,0.0,3.4,Card,New,0,Paid Search,Delivered,5.3,Rain,0,0,161.98,21.7,19,Low,2025-07
ORD-001045,CUST-00019,REST-0120,Pune,Hinjewadi,Desserts,2025-11-14 11:47:00,DP-0019,47,55,0,602.28,45.78,30.11,24.4,106.21,0.0,4.7,Wallet,4-12 months,1,App Campaign,Delivered,3.2,Clear,0,0,146.28,24.29,0,Low,2025-11
ORD-001950,CUST-00439,REST-0047,Kolkata,Howrah,Cafe,2025-09-07 16:42:00,DP-0185,40,35,1,171.87,42.17,25.78,9.61,32.64,0.0,3.6,Upi,1-3 months,1,Social Media,Delivered,3.3,Clear,1,0,58.64,34.12,5,Medium,2025-09
